"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra033491","Bra033491","PF00935","PTHR10369","KOG3464","","K02929","AT4G14320.1","","Zinc-binding ribosomal protein family protein",50
"Bra018689","Bra018689","PF00410","PTHR11758","KOG1754","","K02957","AT1G07770.1","RPS15A","ribosomal protein S15A",50
"Bra036625","Bra036625","PF00153","PTHR11896","KOG0769","","","AT5G27520.1","PNC2","peroxisomal adenine nucleotide carrier 2",50
"Bra005820","Bra005820","PF00833","PTHR10732","KOG0187","","K02962","AT2G05220.1","","Ribosomal S17 family protein",50
"Bra033311","Bra033311","PF03193,PF04548,PF01926","PTHR10903","","","","AT1G02280.1","ATTOC33,PPI1,TOC33","translocon at the outer envelope membrane of chloroplasts 33",50
"Bra015131","Bra015131","PF01554,PF00861","PTHR23410","KOG1347","","","AT2G04040.1","ATDTX1,TX1","MATE efflux family protein",50
"Bra026477","Bra026477","PF01294","PTHR11722","KOG3295","","K02873","AT3G49010.1","ATBBC1,BBC1,RSU2","breast basic conserved 1",50
"Bra036618","Bra036618","PF01249","PTHR10442","KOG3486","","K02971","AT5G27700.1","","Ribosomal protein S21e",50
"Bra032134","Bra032134","PF00026","PTHR13683","KOG1339","","","AT2G23945.1","","Eukaryotic aspartyl protease family protein",50
"Bra009039","Bra009039","PF01092","PTHR11502","KOG1646","","K02991","AT5G10360.1","EMB3010,RPS6B","Ribosomal protein S6e",50
"Bra030786","Bra030786","PF01105","PTHR22811","KOG1691","","","AT1G09580.1","","emp24/gp25L/p24 family/GOLD family protein",50
"Bra011477","Bra011477","PF00253","PTHR12010","KOG3506","","K02980","AT4G33865.1","","Ribosomal protein S14p/S29e family protein",50
"Bra026380","Bra026380","PF01929","PTHR11127","KOG3421","","K02875","AT4G27090.1","","Ribosomal protein L14",50
"Bra040415","Bra040415","PF01282","PTHR10496","KOG3424","","K02974","AT5G28060.1","","Ribosomal protein S24e family protein",50
"Bra004806","Bra004806","PF08079,PF00327","PTHR11524","KOG3184","","K02937","AT2G44120.2","","Ribosomal protein L30/L7 family protein",50
"Bra010330","Bra010330","PF00332,PF07983","","","","","AT4G29360.1","","O-Glycosyl hydrolases family 17 protein",50
"Bra040117","Bra040117","PF00579,PF08389","PTHR10055","KOG2145","","","AT3G05040.1","HST,HST1","ARM repeat superfamily protein",50
"Bra004225","Bra004225","PF00237","PTHR11593","KOG3353","","","AT1G67430.1","","Ribosomal protein L22p/L17e family protein",50
"Bra030791","Bra030791","PF00013","PTHR11208","KOG1588","","","AT1G09660.1","","RNA-binding KH domain-containing protein",50
"Bra029167","Bra029167","PF00338","PTHR11700","KOG0900","","K02969","AT3G45030.1","","Ribosomal protein S10p/S20e family protein",50
"Bra039149","Bra039149","PF01501","PTHR11226","","2.4.1.43","K13648","AT3G01040.1","GAUT13","galacturonosyltransferase 13",50
"Bra019574","Bra019574","PF01294","PTHR11722","KOG3295","","","AT3G49010.1","ATBBC1,BBC1,RSU2","breast basic conserved 1",50
"Bra008824","Bra008824*","PF00466","","","","","AT5G13510.1","","Ribosomal protein L10 family protein",50
"Bra008825","Bra008825*","","","","","","AT5G13500.1","","",50
"Bra008826","Bra008826*","PF00153","PTHR11896","KOG0749","","","AT5G13490.1","AAC2","ADP/ATP carrier 2",50
"Bra004087","Bra004087*","PF04389,PF01546","PTHR12147","KOG2194","","","AT1G67420.2","","Zn-dependent exopeptidases superfamily protein",50
"Bra025894","Bra025894*","PF00225","PTHR16012","KOG0242","","","AT1G18550.1","","ATP binding microtubule motor family protein",50
"Bra025895","Bra025895*","PF03868,PF01159","PTHR10715","KOG1694","","K02934","AT1G74050.1","","Ribosomal protein L6 family protein",50
"Bra012446","Bra012446*","PF05008,PF12352,PF03908","PTHR21230","KOG1666","","K08493","AT1G26670.1","ATVTI12,VTI12,VTI1B","Vesicle transport v-SNARE family protein",50
"Bra012447","Bra012447*","PF00467,PF01287,PF02996,PF09748","PTHR11673","KOG3271","","","AT1G26665.1","","Mediator complex, subunit Med10",50
"Bra036585","Bra036585","PF00043,PF00749,PF03950","PTHR10119","KOG1147","6.1.1.17","K01885","AT5G26710.1","","Glutamyl/glutaminyl-tRNA synthetase, class Ic",51
"Bra006053","Bra006053","PF00733","PTHR11772","KOG0571","6.3.5.4","K01953","AT5G10240.1","ASN3","asparagine synthetase 3",51
"Bra026126","Bra026126","PF03219","","","","K03301","AT1G15500.1","ATNTT2","TLC ATP/ADP transporter",51
"Bra028666","Bra028666","PF01379,PF03900","PTHR11557","KOG2892","2.5.1.61","K01749","AT5G08280.1","HEMC","hydroxymethylbilane synthase",51
"Bra019115","Bra019115","PF03485,PF00750,PF05746","PTHR11956","KOG4426","6.1.1.19","K01887","AT4G26300.1","emb1027","Arginyl-tRNA synthetase, class Ic",51
"Bra011515","Bra011515","","","","","","AT2G15000.4","","",51
"Bra033871","Bra033871","PF01502,PF01503,PF03819","PTHR21256","KOG4311","3.5.4.19,3.6.1.31","K11755","AT1G31860.1","AT-IE,HISN2","histidine biosynthesis bifunctional protein (HISIE)",51
"Bra026128","Bra026128","PF00400,PF01535","PTHR19877","KOG0278","","","AT1G15480.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",51
"Bra013239","Bra013239","PF00572","PTHR11545","KOG3204","","","AT3G24830.1","","Ribosomal protein L13 family protein",51
"Bra016007","Bra016007*","PF00197","","","","","AT1G73260.1","ATKTI1,KTI1","kunitz trypsin inhibitor 1",51
"Bra016008","Bra016008*","PF04321,PF01370","PTHR10366","KOG1431","1.1.1.271","K02377","AT1G73250.1","ATFX,GER1","GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase 1",51
"Bra016009","Bra016009*","PF09531","","","","","AT1G73240.1","","",51
"Bra016010","Bra016010*","PF01849","PTHR10351","KOG2240","","K01527","AT1G73230.1","","Nascent polypeptide-associated complex NAC",51
"Bra005476.1","Bra005476","PF00226","PTHR11821","","","","AT2G33735.1","","Chaperone DnaJ-domain superfamily protein",52
"Bra031705.1","Bra031705","PF00289,PF02786,PF08443,PF02222,PF07478,PF02785","PTHR18866","","6.3.4.14,6.4.1.2","K01961","AT5G35360.1","CAC2","acetyl Co-enzyme a carboxylase biotin carboxylase subunit",53
"Bra021826.1","Bra021826","PF00231","PTHR11693","KOG1531","3.6.3.14","K02136","AT2G33040.1","ATP3","gamma subunit of Mt ATP synthase",53
"Bra010339.1","Bra010339","PF00575","PTHR10724","","","","AT4G29060.1","emb2726","elongation factor Ts family protein",53
"Bra029966.1","Bra029966","PF01063","PTHR11825","KOG0975","2.6.1.42","K00826","AT3G49680.1","ATBCAT-3,BCAT3","branched-chain aminotransferase 3",53
"Bra037080.1","Bra037080","PF01777","PTHR10497","KOG3418","","K02901","AT4G15000.1","","Ribosomal L27e protein family",53
"Bra000711.1","Bra000711","PF01849,PF00627","PTHR21713","KOG2239","","","AT4G10480.2","","Nascent polypeptide-associated complex (NAC), alpha subunit family protein",53
"Bra014493.1","Bra014493","PF00254","PTHR10516","KOG0552","","","AT3G60370.1","","FKBP-like peptidyl-prolyl cis-trans isomerase family protein",53
"Bra016153.1","Bra016153","PF01207","PTHR11082","KOG2335","","","AT3G63510.1","","FMN-linked oxidoreductases superfamily protein",53
"Bra006515.1","Bra006515","PF04117","PTHR11266","KOG1944","","K13348","AT5G19750.1","","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein",53
"Bra007343.1","Bra007343","PF03016","PTHR11062","KOG1021","","","AT3G57630.1","","exostosin family protein",53
"Bra010126.1","Bra010126","PF00300","PTHR23029","KOG0235","","","AT5G62840.1","","Phosphoglycerate mutase family protein",55
"Bra019384.1","Bra019384","PF03650","PTHR14154","KOG1589","","","AT4G22310.1","","Uncharacterised protein family (UPF0041)",55
"Bra027278.1","Bra027278","PF11282","","","","","AT3G15110.1","","",55
"Bra039094.1","Bra039094","","","","","","AT3G27050.1","","",55
"Bra040955.1","Bra040955","","","","","","AT1G47420.1","SDH5","succinate dehydrogenase 5",55
"Bra022503.1","Bra022503","PF02353,PF01209,PF08241,PF08242","PTHR10108","","","","AT1G64970.1","G-TMT,TMT1,VTE4","gamma-tocopherol methyltransferase",55
"Bra024312.1","Bra024312","PF05496,PF00004,PF01434","PTHR23076","KOG0731","","","AT5G64580.1","","AAA-type ATPase family protein",55
"Bra017625.1","Bra017625","","","","","","AT4G34090.1","","",55
"Bra006538.1","Bra006538","PF00970,PF00175","PTHR19370","KOG0534","1.6.2.2","K00326","AT5G20080.1","","FAD/NAD(P)-binding oxidoreductase",55
"Bra023072.1","Bra023072","PF03952,PF00113,PF07476","PTHR11902","KOG2670","4.2.1.11","K01689","AT2G36530.1","ENO2,LOS2","Enolase",55
"Bra016502.1","Bra016502","","PTHR22572","","","","AT1G19580.1","GAMMA CA1","gamma carbonic anhydrase 1",55
"Bra033706.1","Bra033706","PF08240,PF00107","PTHR11695","KOG0022","1.1.1.1,1.1.1.284","K00121","AT5G43940.1","ADH2,ATGSNOR1,GSNOR,HOT5,PAR2","GroES-like zinc-binding dehydrogenase family protein",55
"Bra039708.1","Bra039708","PF00291","PTHR10314","KOG1252","2.5.1.47","K01738","AT4G14880.1","ATCYS-3A,CYTACS1,OASA1,OLD3","O-acetylserine (thiol) lyase (OAS-TL) isoform A1",55
"Bra014436.1","Bra014436","PF00291","PTHR10314","KOG1252","2.5.1.47,4.4.1.9","K13034","AT3G61440.1","ARATH;BSAS3;1,ATCYSC1,CYSC1","cysteine synthase C1",55
"Bra002422.1","Bra002422","PF07876","","","","","AT5G22580.1","","Stress responsive A/B Barrel Domain",56
"Bra028543.1","Bra028543","PF00274","PTHR11627","KOG1557","4.1.2.13","K01623","AT3G52930.1","","Aldolase superfamily protein",57
"Bra030922.1","Bra030922","PF00004,PF07724","PTHR23073","KOG0729","","K03061","AT1G53750.1","RPT1A","regulatory particle triple-A 1A",57
"Bra033999.1","Bra033999","PF00237","PTHR11593","KOG3353","","K02880","AT1G67430.1","","Ribosomal protein L22p/L17e family protein",57
"Bra007070","Bra007070","PF00026","PTHR13683","KOG1339","","","AT3G54400.1","","Eukaryotic aspartyl protease family protein",58
"Bra028963","Bra028963","","","","","","AT5G55710.1","","",58
"Bra028404","Bra028404","PF01195","PTHR17224","KOG2255","","","AT5G38290.2","","Peptidyl-tRNA hydrolase family protein",58
"Bra009670","Bra009670","PF00081,PF02777","PTHR11404","KOG0876","","","AT5G23310.1","FSD3","Fe superoxide dismutase 3",58
"Bra010616","Bra010616","PF00349,PF03727","PTHR19443","KOG1369","2.7.1.1","K00844","AT4G37840.1","HKL3","hexokinase-like 3",58
"Bra028796","Bra028796","PF00194,PF02518,PF00204,PF01751,PF00986","PTHR10169","KOG0355","5.99.1.3","K02470","AT5G04130.1","GYRB2","DNA GYRASE B2",58
"Bra029922","Bra029922","PF02861,PF00004,PF07728,PF02151,PF00158,PF07724,PF10431","PTHR11638","KOG1051","","K03696","AT3G48870.1","ATCLPC,ATHSP93-III,HSP93-III","Clp ATPase",58
"Bra008747","Bra008747","PF01327","PTHR10458","KOG3137","3.5.1.88","K01462","AT5G14660.1","ATDEF2,DEF2,PDF1B","peptide deformylase 1B",58
"Bra002561","Bra002561","PF04140","PTHR12714","KOG2628","","","AT5G59500.1","","protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferases",58
"Bra025254","Bra025254","","PTHR11061","","2.1.1.-","K00599","AT3G27180.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",58
"Bra011546","Bra011546","PF00886","PTHR12919","KOG3419","","K02959","AT4G34620.1","SSR16","small subunit ribosomal protein 16",58
"Bra019231","Bra019231","PF00012,PF06723","PTHR19375","KOG0102","","K03283","AT4G24280.1","cpHsc70-1","chloroplast heat shock protein 70-1",58
"Bra017976","Bra017976","PF02466,PF00536","","KOG3225","","","AT5G24650.1","","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein",58
"Bra031272","Bra031272","PF05958,PF05175,PF01170,PF09445,PF03602","PTHR11061","KOG2187","2.1.1.-","K00599","AT3G21300.1","","RNA methyltransferase family protein",58
"Bra003253","Bra003253","PF07716,PF00170","PTHR22952","","","","AT3G56850.1","AREB3,DPBF3","ABA-responsive element binding protein 3",58
"Bra002101","Bra002101","PF01025","PTHR21237","KOG3003","","","AT5G17710.2","EMB1241","Co-chaperone GrpE family protein",58
"Bra023634","Bra023634","PF01025","PTHR21237","KOG3003","","K03687","AT5G17710.2","EMB1241","Co-chaperone GrpE family protein",58
"Bra025173","Bra025173","PF07800","","","","","AT3G25910.1","","Protein of unknown function (DUF1644)",58
"Bra005404","Bra005404","","","","","","AT2G34640.1","HMR,PTAC12","plastid transcriptionally active 12",58
"Bra001715","Bra001715","PF00696","PTHR21499","","2.7.4.22","K09903","AT3G18680.1","","Amino acid kinase family protein",58
"Bra022830","Bra022830","PF07498","PTHR11939:SF2","","","","AT1G06190.1","","Rho termination factor",58
"Bra001116","Bra001116","","PTHR23023","","","","AT3G04650.1","","FAD/NAD(P)-binding oxidoreductase family protein",58
"Bra000338","Bra000338","PF01113,PF05173","PTHR20836","","1.3.1.26","K00215","AT2G44040.1","","Dihydrodipicolinate reductase, bacterial/plant",58
"Bra032124","Bra032124","PF05198,PF00707","PTHR10938","","","K02520","AT2G24060.1","","Translation initiation factor 3 protein",58
"Bra012074","Bra012074","PF00150,PF01535","PTHR10483","","","","AT3G47840.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",58
"Bra020935","Bra020935","PF02991,PF00856,PF09273","PTHR10969","KOG1654","","","AT4G20130.1","PTAC14","plastid transcriptionally active 14",58
"Bra012807","Bra012807","PF00076","PTHR10432","KOG0131","","","AT3G52380.1","CP33,PDE322","chloroplast RNA-binding protein 33",58
"Bra015023","Bra015023","PF00920","PTHR21000","KOG2448","4.2.1.9","K01687","AT3G23940.1","","dehydratase family",58
"Bra009789","Bra009789*","PF11891","","","","","AT5G24690.1","","Protein of unknown function (DUF3411)",58
"Bra009790","Bra009790*","PF00400","PTHR22847","KOG0276","","","AT5G24710.1","","Transducin/WD40 repeat-like superfamily protein",58
"Bra002917","Bra002917*","PF02919,PF01028","PTHR10290","KOG0981","5.99.1.2","K03163","AT5G55310.1","TOP1,TOP1BETA","DNA topoisomerase 1 beta",58
"Bra002918","Bra002918*","PF00091,PF12327","","","","K03531","AT5G55280.1","ATFTSZ1-1,CPFTSZ,FTSZ1-1","homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1",58
"Bra016835","Bra016835*","","","","","","AT1G11430.1","","plastid developmental protein DAG, putative",58
"Bra016836","Bra016836*","PF01453,PF00954,PF08276,PF07714,PF00069,PF11883","PTHR23258","KOG1187","","","AT1G11340.1","","S-locus lectin protein kinase family protein",58
"Bra035803","Bra035803*","PF02519","","","","K14488","AT3G20220.1","","SAUR-like auxin-responsive protein family",58
"Bra035804","Bra035804*","PF01650","PTHR12000","KOG1348","3.4.22.34","K01369","AT3G20210.1","DELTA-VPE,DELTAVPE","delta vacuolar processing enzyme",58
"Bra018435","Bra018435","","PTHR13824","KOG4308","","","AT1G10510.1","emb2004","RNI-like superfamily protein",59
"Bra028975","Bra028975","PF02466","PTHR14110","KOG1652","","","AT5G55510.1","","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein",59
"Bra002106","Bra002106","PF00641","PTHR23238:SF5","","","","AT5G17790.1","VAR3","zinc finger (Ran-binding) family protein",59
"Bra004400","Bra004400","PF01199","PTHR10759","KOG1790","","K02915","AT1G69620.1","RPL34","ribosomal protein L34",59
"Bra040285","Bra040285","PF04802","PTHR23318","KOG2175","","","AT3G06670.1","","binding",59
"Bra034364","Bra034364","","","","","","AT2G27730.1","","copper ion binding",59
"Bra020005","Bra020005","PF02798,PF00043,PF00647","PTHR11260","KOG1627","","K03233","AT1G09640.1","","Translation elongation factor EF1B, gamma chain",59
"Bra005258","Bra005258","PF01246","PTHR10792","KOG1722","","K02896","AT2G36620.1","RPL24A","ribosomal protein L24",59
"Bra038389","Bra038389","PF00076","PTHR10432","KOG0131","","","AT4G09040.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",59
"Bra002258","Bra002258","PF04117","PTHR11266","KOG1944","","K13348","AT5G19750.1","","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein",59
"Bra016123","Bra016123","PF00575","PTHR10724","","","K02945","AT1G71720.1","","Nucleic acid-binding proteins superfamily",59
"Bra011770","Bra011770","PF00636","","","","","AT4G37510.1","","Ribonuclease III family protein",59
"Bra014503","Bra014503","PF01780","PTHR11517","KOG0402","","K02921","AT3G60245.1","","Zinc-binding ribosomal protein family protein",59
"Bra011106","Bra011106","PF01778","PTHR10544","KOG3412","","K02903","AT4G29410.1","","Ribosomal L28e protein family",59
"Bra039975","Bra039975","PF00378","PTHR11941","KOG1684","","","AT5G65940.1","CHY1","beta-hydroxyisobutyryl-CoA hydrolase 1",59
"Bra001406","Bra001406","PF00411","PTHR11759","KOG0407","","K02955","AT3G11510.1","","Ribosomal protein S11 family protein",59
"Bra017749","Bra017749","PF00181,PF03947","PTHR13691","KOG2309","","K02938","AT4G36130.1","","Ribosomal protein L2 family",59
"Bra023511","Bra023511","PF00163,PF01479","PTHR11831","KOG3301","","","AT5G15200.1","","Ribosomal protein S4",59
"Bra016703","Bra016703","PF00179","PTHR11621","KOG0419","6.3.2.19","K10573","AT1G14400.1","ATUBC1,UBC1","ubiquitin carrier protein 1",59
"Bra000440","Bra000440","PF00069,PF07714","PTHR23258","","","","AT2G47115.1","","",59
"Bra006454","Bra006454","PF00380","PTHR21569","KOG1753","","K02960","AT5G18380.1","","Ribosomal protein S5 domain 2-like superfamily protein",59
"Bra006340","Bra006340","PF01251","PTHR11278","KOG3320","","K02993","AT5G16130.1","","Ribosomal protein S7e family protein",59
"Bra007220","Bra007220*","PF05470,PF01399","PTHR13937","KOG1076","","K03252","AT3G56150.1","ATEIF3C-1,ATTIF3C1,EIF3C,EIF3C-1,TIF3C1","eukaryotic translation initiation factor 3C",59
"Bra007221","Bra007221*","PF01758","PTHR18640","KOG4821","","K14347","AT3G56160.1","","Sodium Bile acid symporter family",59
"Bra007499","Bra007499*","PF00557","PTHR10804","KOG2775","3.4.11.18","K01265","AT3G59990.1","MAP2B","methionine aminopeptidase 2B",59
"Bra007500","Bra007500*","PF03931,PF01466","PTHR11165","KOG1724","","","AT1G20140.1","ASK4,SK4","SKP1-like 4",59
"Bra002424","Bra002424*","PF02493","PTHR10091","","","","AT5G22640.1","emb1211","MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein",59
"Bra002425","Bra002425*","","","","","","AT5G22650.1","ATHD2,ATHD2B,HD2,HD2B,HDA4,HDT02,HDT2","histone deacetylase 2B",59
"Bra034715","Bra034715*","","","","","","AT3G12940.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",59
"Bra034716","Bra034716*","PF02410","PTHR21043","","","","AT3G12930.1","","Lojap-related protein",59
"Bra039057","Bra039057","PF01192","PTHR10773","KOG3405","","","AT5G51940.1","NRPB6A,NRPD6A,NRPE6A","RNA polymerase Rpb6",60
"Bra018595","Bra018595","PF00125,PF00808","PTHR23430","KOG1756","","K11251","AT1G08880.1","G-H2AX,GAMMA-H2AX,H2AXA,HTA5","Histone superfamily protein",60
"Bra014389","Bra014389","PF01423","PTHR12777","KOG3459","","K11096","AT3G62840.1","","Small nuclear ribonucleoprotein family protein",60
"Bra009998","Bra009998","","","","","","AT5G28500.1","","",60
"Bra014046","Bra014046","PF11523","","","","","AT1G45230.1","","Protein of unknown function (DUF3223)",60
"Bra004675","Bra004675","PF02466","PTHR14110","KOG3225","","","AT2G42210.2","ATOEP16-3,OEP16-3","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein",60
"Bra026917","Bra026917","PF00847,PF02362","","","","K09287","AT1G13260.1","EDF4,RAV1","related to ABI3/VP1 1",60
"Bra035168","Bra035168","PF00202","PTHR11986","KOG1401","","","AT1G80600.1","WIN1","HOPW1-1-interacting 1",60
"Bra021292","Bra021292","PF00232","PTHR10353","KOG0626","3.2.1.21","K05350","AT3G18080.1","BGLU44","B-S glucosidase 44",60
"Bra024701","Bra024701","PF00696","","","","","AT1G26640.1","","Amino acid kinase family protein",60
"Bra022458","Bra022458","PF02620","","","","","AT3G19810.1","","Protein of unknown function (DUF177)",60
"Bra037306","Bra037306","PF08294","PTHR13032","KOG4836","","","AT4G00026.1","","",60
"Bra018100","Bra018100","PF01565,PF04030","PTHR13878","KOG4730","1.3.2.3","K00225","AT3G47930.1","ATGLDH,GLDH","L-galactono-1,4-lactone dehydrogenase",60
"Bra032540","Bra032540","PF00462","PTHR10168","KOG1752","","","AT1G03850.2","","Glutaredoxin family protein",60
"Bra018736","Bra018736","PF00641","PTHR23238","KOG4198","","","AT1G48570.1","","zinc finger (Ran-binding) family protein",60
"Bra035413","Bra035413","PF00270,PF00271","PTHR10967","KOG0333","","","AT1G59990.1","","DEA(D/H)-box RNA helicase family protein",60
"Bra011825","Bra011825","PF00276","","KOG4089","","","AT4G39880.1","","Ribosomal protein L23/L15e family protein",60
"Bra005026","Bra005026","PF04055","","","","","AT2G39670.1","","Radical SAM superfamily protein",60
"Bra036169","Bra036169","","","","","","AT5G48470.1","","",60
"Bra022868","Bra022868","","","","","","AT2G31840.1","","Thioredoxin superfamily protein",60
"Bra013786","Bra013786*","PF00012,PF06723","PTHR19375","KOG0102","","K03283","AT4G24280.1","cpHsc70-1","chloroplast heat shock protein 70-1",60
"Bra013788","Bra013788*","PF00012,PF06723","PTHR19375","","","","AT4G24280.1","cpHsc70-1","chloroplast heat shock protein 70-1",60
"Bra000616","Bra000616*","PF01535","PTHR10483","","","","AT5G50280.1","EMB1006","Pentatricopeptide repeat (PPR) superfamily protein",60
"Bra000617","Bra000617*","PF01344,PF07646","PTHR23244","KOG1230","","","AT5G50310.1","","Galactose oxidase/kelch repeat superfamily protein",60
"Bra025838","Bra025838*","PF00505","PTHR13711","KOG0381","","","AT1G20696.3","HMGB3,NFD03,NFD3","high mobility group B3",60
"Bra025839","Bra025839*","PF00046","PTHR19418","","","","AT1G20700.1","ATWOX14,WOX14","WUSCHEL related homeobox 14",60
"Bra007745","Bra007745*","PF00400,PF07304","PTHR13923","KOG0307","","K14005","AT3G63460.1","","transducin family protein / WD-40 repeat family protein",60
"Bra007746","Bra007746*","","","","","","","","",60
"Bra007747","Bra007747*","PF00400,PF07304","PTHR13923","KOG0307","","K14005","AT3G63460.1","","transducin family protein / WD-40 repeat family protein",60
"Bra007748","Bra007748*","PF00762,PF00504","PTHR11108","KOG1321","","","AT2G30390.1","ATFC-II,FC-II,FC2","ferrochelatase 2",60
"Bra021852","Bra021852*","","","","","","AT2G33430.1","DAL,DAL1","differentiation and greening-like 1",60
"Bra021853","Bra021853*","PF00830","","","","","AT2G33450.1","","Ribosomal L28 family",60
"Bra017546","Bra017546","PF00595,PF03572","","","","","AT5G46390.2","","Peptidase S41 family protein",61
"Bra008003","Bra008003","PF01712","PTHR10513","KOG4235","","","AT1G72040.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",61
"Bra018616","Bra018616","PF07137","","","1.10.99.3","K09839","AT1G08550.1","AVDE1,NPQ1","non-photochemical quenching 1",61
"Bra029256","Bra029256","PF03134","PTHR12300","","","","AT5G62490.1","ATHVA22B,HVA22B","HVA22 homologue B",61
"Bra037696","Bra037696","PF02290","PTHR12013","KOG1761","","","AT2G43640.1","","Signal recognition particle, SRP9/SRP14 subunit",61
"Bra038942","Bra038942","PF00160","PTHR11071","KOG0880","","","AT5G35100.1","","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein",61
"Bra039648","Bra039648","PF00091,PF03953","PTHR11588","KOG1376","","K07374","AT1G04820.1","TOR2,TUA4","tubulin alpha-4 chain",61
"Bra037799","Bra037799","PF02446","","","2.4.1.25","K00705","AT5G64860.1","DPE1","disproportionating enzyme",61
"Bra023430","Bra023430","PF04542,PF04539,PF04545,PF02353,PF01209,PF08241,PF08242,PF08498","PTHR10108","KOG1269","2.1.1.41","K00559","AT5G13710.1","CPH,SMT1","sterol methyltransferase 1",61
"Bra039612","Bra039612","PF00347","PTHR11655","","","K02933","AT2G18400.1","","ribosomal protein L6 family protein",61
"Bra008957","Bra008957","PF05670","PTHR13049","KOG3272","","","AT5G11500.1","","",61
"Bra009352","Bra009352","PF00224,PF02887","PTHR11817","KOG2323","2.7.1.40","K00873","AT5G08570.1","","Pyruvate kinase family protein",61
"Bra030856","Bra030856","PF02779,PF02780","PTHR11624","KOG0525","1.2.4.4","K00167","AT1G55510.1","BCDH BETA1","branched-chain alpha-keto acid decarboxylase E1 beta subunit",61
"Bra018819","Bra018819","PF05479","","","","","AT1G49975.1","","",61
"Bra039441","Bra039441","PF00083","PTHR11600","","","","AT3G05400.1","","Major facilitator superfamily protein",61
"Bra005570","Bra005570","PF05899","","","","","AT2G32650.1","","RmlC-like cupins superfamily protein",61
"Bra026290","Bra026290","","","","","","AT4G28025.1","","",61
"Bra003705","Bra003705","PF01423","PTHR13110","KOG3460","","K12622","AT1G76860.1","","Small nuclear ribonucleoprotein family protein",61
"Bra003336","Bra003336","PF00180","PTHR11822","KOG1526","1.1.1.42","K00031","AT1G54340.1","ICDH","isocitrate dehydrogenase",61
"Bra015638","Bra015638","PF01190","","","","","AT1G78040.1","","Pollen Ole e 1 allergen and extensin family protein",61
"Bra026185","Bra026185*","PF00650","PTHR10174","KOG1471","","","AT1G14820.3","","Sec14p-like phosphatidylinositol transfer family protein",61
"Bra026186","Bra026186*","PF01118,PF02774","PTHR10174","KOG4777","1.2.1.11","K00133","AT1G14810.1","","semialdehyde dehydrogenase family protein",61
"Bra003241","Bra003241*","PF08240,PF00107,PF00085","PTHR11695","KOG1198","","","AT3G56460.1","","GroES-like zinc-binding alcohol dehydrogenase family protein",61
"Bra003242","Bra003242*","","","","","","AT3G56480.1","","myosin heavy chain-related",61
"Bra028940","Bra028940","PF03737","","","","K02553","AT5G56260.1","","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase",62
"Bra029859","Bra029859","PF00069,PF07714,PF00036","PTHR22982","KOG0032","2.7.11.1","K13412","AT3G10660.1","ATCPK2,CPK2","calmodulin-domain protein kinase cdpk isoform 2",62
"Bra018030","Bra018030","PF02861,PF00004,PF07728,PF02151,PF00158,PF07724,PF10431","PTHR11638","KOG1051","","","AT3G48870.2","ATCLPC,ATHSP93-III,HSP93-III","Clp ATPase",62
"Bra015061","Bra015061","PF00717,PF10502","PTHR12383","KOG0171","3.4.21.89","K03100","AT3G24590.1","PLSP1","plastidic type i signal peptidase 1",62
"Bra037787","Bra037787","PF01196","PTHR14413","KOG3280","","","AT5G64650.1","","Ribosomal protein L17 family protein",62
"Bra032551","Bra032551","PF07765","","","","","AT1G03470.1","","Kinase interacting (KIP1-like) family protein",62
"Bra001104","Bra001104","PF10440,PF05033,PF00856,PF00238","PTHR11761","KOG1082","","","AT3G04380.1","SDG31,SUVR4","SET-domain containing protein lysine methyltransferase family protein",62
"Bra029000","Bra029000","","","","","","AT5G54970.1","","",62
"Bra007181","Bra007181","PF00153","PTHR11896","KOG0752","","","AT3G55640.1","","Mitochondrial substrate carrier family protein",62
"Bra035565","Bra035565","PF00091,PF12327","","","","","AT5G55280.1","ATFTSZ1-1,CPFTSZ,FTSZ1-1","homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1",62
"Bra024794","Bra024794","","","","","","","","",62
"Bra006200","Bra006200","PF00213","PTHR11910","KOG1662","3.6.3.14","K02137","AT5G13450.1","ATP5","delta subunit of Mt ATP synthase",62
