"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"Bra003009","PF08100,PF00891","PTHR11746","KOG3178","","","AT5G54160.1","ATOMT1,OMT1","O-methyltransferase 1"
"Bra003114","PF00403","PTHR22814","KOG1603","","","AT5G52760.1","","Copper transport protein family"
"Bra003115","PF00403","PTHR22814","KOG1603","","","AT5G52760.1","","Copper transport protein family"
"Bra003184","PF02458","","","","","AT5G67150.1","","HXXXD-type acyl-transferase family protein"
"Bra003186","PF00156,PF00215","","KOG1377","2.4.2.10,4.1.1.23","K13421","AT3G54470.1","","uridine 5\'-monophosphate synthase / UMP synthase (PYRE-F) (UMPS)"
"Bra003241","PF08240,PF00107,PF00085","PTHR11695","KOG1198","","","AT3G56460.1","","GroES-like zinc-binding alcohol dehydrogenase family protein"
"Bra003242","","","","","","AT3G56480.1","","myosin heavy chain-related"
"Bra003276","PF12515,PF00690,PF00122,PF00702,PF00689","PTHR11939","KOG0204","3.6.3.8","K01537","AT3G57330.1","ACA11","autoinhibited Ca2+-ATPase 11"
"Bra003277","","","","","","","",""
"Bra003427","PF08069,PF00312","PTHR11885","KOG0400","","K02953","AT4G00100.1","ATRPS13A,PFL2,RPS13,RPS13A","ribosomal protein S13A"
"Bra003428","PF00227","PTHR11599","KOG0179","3.4.25.1","K02732","AT3G60820.1","PBF1","N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein"
"Bra003486","PF00587,PF03129,PF09180","PTHR11451","KOG4163","","","AT3G62120.1","","Class II aaRS and biotin synthetases superfamily protein"
"Bra003487","PF00587,PF03129,PF09180","PTHR11451","KOG4163","","","AT3G62120.1","","Class II aaRS and biotin synthetases superfamily protein"
"Bra003541","","","","","","AT1G79970.1","",""
"Bra003542","PF09801,PF00400,PF04053","PTHR19876","KOG0276","","","AT1G79990.3","","structural molecules"
"Bra003543","PF09405","","","","","AT1G80000.1","","CASC3/Barentsz eIF4AIII binding"
"Bra003544","PF03101,PF10551,PF04434","","","","","AT1G80010.1","FRS8","FAR1-related sequence 8"
"Bra003757","PF03765,PF00650","PTHR23324","KOG1471","","","AT1G75370.1","","Sec14p-like phosphatidylinositol transfer family protein"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra003840","PF03848,PF05891,PF05401,PF08241,PF08242,PF01209,PF02353,PF07021,PF01739","PTHR10108","KOG1269","","","AT1G73600.2","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Bra003841","PF00076","PTHR15241","KOG0130","","","AT1G73530.1","","RNA-binding (RRM/RBD/RNP motifs) family protein"
"Bra004077","","PTHR11804:SF2","","","","AT1G67700.2","",""
"Bra004078","PF01432","PTHR11804","KOG2089","","","AT1G67690.1","","Zincin-like metalloproteases family protein"
"Bra004087","PF04389,PF01546","PTHR12147","KOG2194","","","AT1G67420.2","","Zn-dependent exopeptidases superfamily protein"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra004177","PF00574","PTHR10381","KOG0840","3.4.21.92","K01358","AT1G66670.1","CLPP3,NCLPP3","CLP protease proteolytic subunit 3"
"Bra004178","PF05175,PF08242,PF08241","PTHR12843","KOG1271","","","AT1G66680.1","AR401","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Bra004214","PF00903","PTHR10374","KOG2943","4.4.1.5","K01759","AT1G67280.1","","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein"
"Bra004215","PF07250,PF09118","","","","","AT1G67290.1","","glyoxal oxidase-related protein"
"Bra004247","PF00004,PF01434","PTHR23076","KOG0731","3.4.24.-","K03798","AT5G42270.1","FTSH5,VAR1","FtsH extracellular protease family"
"Bra004248","","","","","","","",""
"Bra004388","PF00145,PF01209,PF08241,PF08242,PF05148","PTHR23068","KOG4300","","","AT5G15380.1","DRM1","domains rearranged methylase 1"
"Bra004389","PF08241,PF08242,PF01209,PF05148","PTHR10108","KOG4300","","","AT1G69523.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Bra004390","PF08241,PF08242,PF01209,PF05148","PTHR10108","KOG4300","","","AT1G69523.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Bra004391","PF01209,PF08241,PF08242,PF05148","PTHR10108","KOG4300","","","AT1G69523.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Bra004795","PF05383","PTHR22792","KOG1855","","","AT2G43970.1","","RNA-binding protein"
"Bra004796","PF05770","","","","","AT2G43980.1","AtITPK4,ITPK4","inositol 1,3,4-trisphosphate 5/6-kinase 4"
"Bra004834","PF00232","PTHR10353","","","","AT2G44450.1","BGLU15","beta glucosidase 15"
"Bra004835","PF00232","PTHR10353","KOG0626","3.2.1.21","K01188","AT2G44450.1","BGLU15","beta glucosidase 15"
"Bra004836","PF00232","PTHR10353","KOG0626","","","AT5G44640.1","BGLU13","beta glucosidase 13"
"Bra004895","PF00814","PTHR11735","KOG2707","3.4.24.57","K01409","AT2G45270.1","GCP1","glycoprotease 1"
"Bra004897","PF08423,PF03796,PF06745","PTHR22942","KOG1434","","","AT2G45280.1","ATRAD51C,RAD51C","RAS associated with diabetes protein 51C"
"Bra004898","PF00456,PF02779,PF02780","PTHR11624","KOG0523","2.2.1.1","K00615","AT2G45290.1","","Transketolase"
"Bra004937","PF02881,PF00448,PF01656","PTHR11564","","","K03110","AT2G45770.1","CPFTSY,FRD4","signal recognition particle receptor protein, chloroplast (FTSY)"
"Bra004938","PF08282,PF03332","PTHR10466","KOG3189","5.4.2.8","K01840","AT2G45790.1","ATPMM,PMM","phosphomannomutase"
"Bra005211","PF00578,PF08534","PTHR22274:SF17","KOG4498","","","AT2G37240.1","","Thioredoxin superfamily protein"
"Bra005212","PF00076","PTHR10432","KOG0131","","","AT2G37220.1","","RNA-binding (RRM/RBD/RNP motifs) family protein"
"Bra005227","PF00201","PTHR11926","KOG1192","","","AT2G36970.1","","UDP-Glycosyltransferase superfamily protein"
"Bra005229","PF00201","PTHR11926","KOG1192","","","AT2G36970.1","","UDP-Glycosyltransferase superfamily protein"
"Bra005341","PF04909","","","","","AT2G35450.1","","catalytics;hydrolases"
"Bra005342","PF00642","PTHR12547","","","","AT2G35430.1","","Zinc finger C-x8-C-x5-C-x3-H type family protein"
"Bra005661","PF08263,PF00069,PF07714","PTHR23258","KOG1187","","","AT5G01950.1","","Leucine-rich repeat protein kinase family protein"
"Bra005662","PF01873,PF00150","PTHR23001","KOG2768","","","AT5G01930.1","","Glycosyl hydrolase superfamily protein"
"Bra005682","PF00097","PTHR13363","KOG1039","","","AT5G01520.1","","RING/U-box superfamily protein"
"Bra005683","PF04884","PTHR12770","KOG4249","","","AT5G01510.1","RUS5","Protein of unknown function, DUF647"
"Bra005718","PF00071","PTHR11708","","","","AT5G59840.1","","Ras-related small GTP-binding family protein"
"Bra005767","PF00025,PF00071,PF08477,PF04670,PF00009","PTHR11708","KOG0078","","K07976","AT5G03520.1","ATRAB-E1D,ATRAB8C,ATRABE1D,RAB-E1D,RAB8C","RAB GTPase homolog 8C"
"Bra006198","PF02921,PF00355","PTHR10134","KOG1671","","","AT5G13430.1","","Ubiquinol-cytochrome C reductase iron-sulfur subunit"
"Bra006199","PF02921,PF00355","PTHR10134","KOG1671","1.10.2.2","K00411","AT5G13440.1","","Ubiquinol-cytochrome C reductase iron-sulfur subunit"
"Bra006272","","","","","","AT5G14910.1","","Heavy metal transport/detoxification superfamily protein"
"Bra006329","","","","","","AT5G14790.1","","ARM repeat superfamily protein"
"Bra006332","","","","","","AT5G15880.1","",""
"Bra006333","PF02463","PTHR19306","KOG0979","","","AT5G15920.1","SMC5","structural maintenance of chromosomes 5"
"Bra006351","PF04398","","","","","AT5G16380.1","","Protein of unknown function, DUF538"
"Bra006352","PF00364","PTHR18866","","","K02160","AT5G16390.1","BCCP,BCCP-1,BCCP1,CAC1,CAC1-A,CAC1A","chloroplastic acetylcoenzyme A carboxylase 1"
"Bra006710","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"Bra006711","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"Bra006712","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"Bra006713","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"Bra006714","PF03171","PTHR10209","","","","AT5G59530.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"Bra006795","PF01063","PTHR11825","KOG0975","2.6.1.42","K00826","AT5G57850.1","","D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein"
"Bra006796","PF02458","","","","","AT5G57840.1","","HXXXD-type acyl-transferase family protein"
"Bra006797","PF02458","","","","","AT5G57840.1","","HXXXD-type acyl-transferase family protein"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra006877","PF03100","","","","","AT3G51790.1","ATG1,TG1","transmembrane protein G1P-related 1"
"Bra006878","PF01040,PF00557","PTHR10804","KOG2776","2.5.1.62","K04040","AT3G51800.3","ATEBP1,ATG2,EBP1","metallopeptidase M24 family protein"
"Bra007143","PF08646","","KOG0851","","","AT1G14800.1","","Nucleic acid-binding, OB-fold-like protein"
"Bra007146","PF03081","PTHR12542","KOG2344","","","AT3G55150.1","ATEXO70H1,EXO70H1","exocyst subunit exo70 family protein H1"
"Bra007151","PF03939,PF00276,PF00106,PF08659","PTHR11620","KOG0725","","","AT3G55290.2","","NAD(P)-binding Rossmann-fold superfamily protein"
"Bra007152","PF00076,PF00098","PTHR10432","KOG4210","","","AT3G55340.1","PHIP1","phragmoplastin interacting protein 1"
"Bra007220","PF05470,PF01399","PTHR13937","KOG1076","","K03252","AT3G56150.1","ATEIF3C-1,ATTIF3C1,EIF3C,EIF3C-1,TIF3C1","eukaryotic translation initiation factor 3C"
"Bra007221","PF01758","PTHR18640","KOG4821","","K14347","AT3G56160.1","","Sodium Bile acid symporter family"
"Bra007329","PF00675,PF05193","PTHR11851","KOG0959","3.4.24.56","K01408","AT2G41790.1","","Insulinase (Peptidase family M16) family protein"
"Bra007330","PF01428","PTHR14677","KOG3183","","","AT3G57480.1","","zinc finger (C2H2 type, AN1-like) family protein"
"Bra007331","","","","","","AT3G57500.1","",""
"Bra007399","PF00270,PF00271","PTHR10967","KOG0335","","","AT3G58510.1","","DEA(D/H)-box RNA helicase family protein"
"Bra007401","","PTHR23125","","","","AT3G58530.1","","RNI-like superfamily protein"
"Bra007402","PF00270,PF00271","PTHR10967","KOG0335","3.6.4.13","K11594","AT3G58570.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Bra007499","PF00557","PTHR10804","KOG2775","3.4.11.18","K01265","AT3G59990.1","MAP2B","methionine aminopeptidase 2B"
"Bra007500","PF03931,PF01466","PTHR11165","KOG1724","","","AT1G20140.1","ASK4,SK4","SKP1-like 4"
"Bra007608","PF07064","PTHR22746","KOG2006","","","AT5G28350.1","","Quinoprotein amine dehydrogenase, beta chain-like; RIC1-like guanyl-nucleotide exchange factor"
"Bra007609","PF00295","","","","","AT3G61490.1","","Pectin lyase-like superfamily protein"
"Bra007698","PF00232","PTHR10353","KOG0626","","","AT4G27830.1","BGLU10","beta glucosidase 10"
"Bra007699","PF00232","PTHR10353","KOG0626","","","AT4G27830.1","BGLU10","beta glucosidase 10"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra007713","","","","","","AT3G62920.1","",""
"Bra007714","PF00462","PTHR10168","KOG1752","","","AT3G62930.1","","Thioredoxin superfamily protein"
"Bra007745","PF00400,PF07304","PTHR13923","KOG0307","","K14005","AT3G63460.1","","transducin family protein / WD-40 repeat family protein"
"Bra007746","","","","","","","",""
"Bra007747","PF00400,PF07304","PTHR13923","KOG0307","","K14005","AT3G63460.1","","transducin family protein / WD-40 repeat family protein"
"Bra007748","PF00762,PF00504","PTHR11108","KOG1321","","","AT2G30390.1","ATFC-II,FC-II,FC2","ferrochelatase 2"
"Bra007768","PF07728,PF05496,PF00004,PF01434","PTHR23076","","","","AT2G26140.1","ftsh4","FTSH protease 4"
"Bra007769","PF05608","PTHR20921","KOG3150","","","AT2G26070.1","RTE1","Protein of unknown function (DUF778)"
"Bra007774","","","","","","AT2G25930.1","ELF3,PYK20","hydroxyproline-rich glycoprotein family protein"
"Bra007775","PF01650","PTHR12000","KOG1348","3.4.22.34","K01369","AT2G25940.1","ALPHA-VPE,ALPHAVPE","alpha-vacuolar processing enzyme"
"Bra007776","PF00013","PTHR10288","KOG1676","","","AT2G25970.1","","KH domain-containing protein"
"Bra007777","PF10604","","","","","AT2G25770.1","","Polyketide cyclase/dehydrase and lipid transport superfamily protein"
"Bra007856","","","KOG1003","","","AT2G24420.1","","DNA repair ATPase-related"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra007945","PF00407,PF10604","","","","","AT1G70830.3","MLP28","MLP-like protein 28"
"Bra007947","PF00407,PF10604","","","","","AT1G70830.1","MLP28","MLP-like protein 28"
"Bra007949","PF00407,PF10604","","","","","AT1G70850.1","MLP34","MLP-like protein 34"
"Bra007950","PF00407","","","","","AT1G70870.1","","Polyketide cyclase/dehydrase and lipid transport superfamily protein"
"Bra007951","","","","","","AT1G70890.1","MLP43","MLP-like protein 43"
"Bra007993","PF05653","PTHR12570","KOG2922","","","AT1G71900.1","","Protein of unknown function (DUF803)"
"Bra007994","PF00155","PTHR11751","KOG0633","2.6.1.9","K00817","AT1G71920.1","HISN6B","HISTIDINE BIOSYNTHESIS 6B"
"Bra008128","PF03868,PF01159","PTHR10715","KOG1694","","K02934","AT1G74050.1","","Ribosomal protein L6 family protein"
"Bra008130","PF00160","PTHR11071","KOG0880","","","AT1G74070.1","","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein"
"Bra008144","PF01247","PTHR10902","KOG0887","","K02917","AT1G07070.1","","Ribosomal protein L35Ae family protein"
"Bra008145","PF07297","","KOG3488","","K09658","AT1G74340.1","","dolichol phosphate-mannose biosynthesis regulatory protein-related"
"Bra008216","","","","","","AT1G75690.1","","DnaJ/Hsp40 cysteine-rich domain superfamily protein"
"Bra008217","PF03134","PTHR12300","","","","AT1G75700.1","HVA22G","HVA22-like protein G"
"Bra008392","PF04725","","","","K03541","AT1G79040.1","PSBR","photosystem II subunit R"
"Bra008393","PF00154,PF06745,PF08423","PTHR22942","KOG1433","","","AT1G79050.1","","recA DNA recombination family protein"
"Bra008462","PF07576,PF02148","PTHR10420","KOG0804","6.3.2.19","K10632","AT2G26000.2","BRIZ2","zinc finger (C3HC4-type RING finger) family protein"
"Bra008463","PF00180","PTHR11835","KOG0786","1.1.1.85","K00052","AT1G80560.1","ATIMD2,IMD2","isopropylmalate dehydrogenase 2"
"Bra008464","PF00180","PTHR11835","KOG0786","","","AT1G80560.1","ATIMD2,IMD2","isopropylmalate dehydrogenase 2"
"Bra008476","","","KOG2878","","","AT1G80380.2","","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Bra008477","PF00134,PF02984","PTHR10177","KOG0654","","","AT1G80370.1","CYCA2;4","Cyclin A2;4"
"Bra008653","PF08583","","KOG4624","","","AT5G16060.1","","Cytochrome c oxidase biogenesis protein Cmc1-like"
"Bra008655","","","","","","AT5G16030.1","",""
"Bra008772","PF01946,PF00070,PF03486,PF01266,PF00890,PF01593","PTHR10742","KOG1276","1.3.3.4","K00231","AT5G14220.1","HEMG2,MEE61,PPO2","Flavin containing amine oxidoreductase family"
"Bra008773","PF00560,PF00069,PF07714","PTHR23258","KOG4579","","","AT5G14210.1","","Leucine-rich repeat protein kinase family protein"
"Bra008824","PF00466","","","","","AT5G13510.1","","Ribosomal protein L10 family protein"
"Bra008825","","","","","","AT5G13500.1","",""
"Bra008826","PF00153","PTHR11896","KOG0749","","","AT5G13490.1","AAC2","ADP/ATP carrier 2"
"Bra008903","PF00091,PF03953","PTHR11588","KOG1375","","K07375","AT5G12250.1","TUB6","beta-6 tubulin"
"Bra008904","","","","","","AT5G12240.2","",""
"Bra008958","PF02421,PF01926","PTHR11649","KOG2486","","","AT5G11480.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra009006","PF00026","PTHR13683","KOG1339","","","AT5G10770.1","","Eukaryotic aspartyl protease family protein"
"Bra009007","PF00026","PTHR13683","KOG1339","","","AT5G10770.1","","Eukaryotic aspartyl protease family protein"
"Bra009107","","","","","","AT5G05360.1","",""
"Bra009108","PF00403","PTHR22814","KOG1603","","","AT5G05365.1","","Heavy metal transport/detoxification superfamily protein"
"Bra009243","PF00929","","","","","AT5G07710.1","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
"Bra009244","PF00834","PTHR11749","KOG3111","5.1.3.1","K01783","AT5G61410.1","EMB2728,RPE","D-ribulose-5-phosphate-3-epimerase"
"Bra009330","PF00855","PTHR12550","KOG1904","","","AT5G08230.1","","Tudor/PWWP/MBT domain-containing protein"
"Bra009331","PF00574","PTHR10381","KOG0840","3.4.21.92","K01358","AT5G23140.1","CLPP2,NCLPP7","nuclear-encoded CLP protease P7"
"Bra009355","PF00270,PF04851,PF00271","PTHR10967","KOG0342","","","AT5G08610.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Bra009356","PF00270,PF04851,PF00271","PTHR10967","KOG0342","","","AT5G08620.1","ATRH25,STRS2","DEA(D/H)-box RNA helicase family protein"
"Bra009396","PF00719","PTHR10286","KOG1626","","","AT5G09650.1","AtPPa6,PPa6","pyrophosphorylase 6"
"Bra009397","PF00056,PF02866","PTHR11540","KOG1494","1.1.1.37","K00026","AT5G09660.1","PMDH2","peroxisomal NAD-malate dehydrogenase 2"
"Bra009398","PF01915,PF00173","PTHR19359","KOG0536","","","AT5G09730.1","ATBX3,ATBXL3,BX3,BXL3,XYL3","beta-xylosidase 3"
"Bra009440","PF00076","PTHR23365","KOG4208","","","AT5G04600.1","","RNA-binding (RRM/RBD/RNP motifs) family protein"
"Bra009441","PF03460,PF01077","","KOG0560","1.8.7.1","K00392","AT5G04590.1","SIR","sulfite reductase"
"Bra009459","PF03492","","","","","AT5G04380.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Bra009460","PF03492","","","","","AT5G04380.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Bra009461","PF02922,PF00128,PF11852,PF03492","PTHR10357","KOG0470","","","AT5G04360.1","ATLDA,ATPU1,LDA,PU1","limit dextrinase"
"Bra009571","","PTHR13976","","","","AT5G02740.1","","Ribosomal protein S24e family protein"
"Bra009572","PF00188","PTHR10334","KOG3017","","","AT5G02730.1","","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein"
"Bra009603","PF00773","PTHR23355","KOG2102","","","AT5G02250.1","ATMTRNASEII,EMB2730,RNR1","Ribonuclease II/R family protein"
"Bra009604","PF01370,PF01073","PTHR14194","","","","AT5G02240.1","","NAD(P)-binding Rossmann-fold superfamily protein"
"Bra009609","","","","","","AT5G02160.1","",""
"Bra009610","PF00314","","","","","AT5G02140.1","","Pathogenesis-related thaumatin superfamily protein"
"Bra009692","PF00467","PTHR12903","","","","AT5G23535.1","","KOW domain-containing protein"
"Bra009693","PF01398","PTHR10410","KOG1555","","K03030","AT5G23540.1","","Mov34/MPN/PAD-1 family protein"
"Bra009706","PF00366","PTHR10744","KOG1728","","K02949","AT5G23740.1","RPS11-BETA","ribosomal protein S11-beta"
"Bra009707","PF03766,PF03763","","","","","AT5G23750.2","","Remorin family protein"
"Bra009712","PF00753,PF10996,PF07521","PTHR11203","KOG1135","","K14402","AT5G23880.1","ATCPSF100,CPSF100,EMB1265,ESP5","cleavage and polyadenylation specificity factor 100"
"Bra009713","","","","","","AT5G23890.1","",""
"Bra009762","","","","","","","",""
"Bra009763","PF01182","PTHR11054","KOG3147","3.1.1.31","K01057","AT5G24420.1","PGL5","6-phosphogluconolactonase 5"
"Bra009789","PF11891","","","","","AT5G24690.1","","Protein of unknown function (DUF3411)"
"Bra009790","PF00400","PTHR22847","KOG0276","","","AT5G24710.1","","Transducin/WD40 repeat-like superfamily protein"
"Bra009948","PF00270,PF00271","PTHR13710","KOG0351","","","AT5G27680.1","RECQSIM","RECQ helicase SIM"
"Bra009949","PF00125","PTHR23430","KOG1756","","","AT5G27670.1","HTA7","histone H2A 7"
"Bra009965","PF01789","","","","","AT5G27390.1","","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein"
"Bra009966","PF04280","PTHR20949:SF6","","","","AT5G27395.1","","Mitochondrial inner membrane translocase complex, subunit Tim44-related protein"
"Bra009967","PF03917,PF03199","PTHR11130","KOG0021","6.3.2.3","K01920","AT5G27380.1","GSH2,GSHB","glutathione synthetase 2"
"Bra010028","PF01841,PF03835","PTHR12143","KOG0909","3.5.1.52","K01456","AT5G49570.1","AtPNG1,PNG1","peptide-N-glycanase 1"
"Bra010029","PF10046","PTHR10668","KOG4559","","","AT5G49550.1","",""
"Bra010464","PF00664,PF00005","PTHR19242","KOG0058","","","AT4G25450.1","ATNAP8,NAP8","non-intrinsic ABC protein 8"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra010620","PF00012,PF06723,PF02782","PTHR19375","KOG0102","","K04043","AT4G37910.1","mtHsc70-1","mitochondrial heat shock protein 70-1"
"Bra010621","PF10664","","","","","AT4G37925.1","NDH-M","subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex"
"Bra010717","PF00274","PTHR11627","KOG1557","4.1.2.13","K01623","AT4G38970.1","FBA2","fructose-bisphosphate aldolase 2"
"Bra010718","PF00643","","","","","AT4G38960.1","","B-box type zinc finger family protein"
"Bra010816","PF11721,PF07714,PF00069","PTHR23258","KOG1187","","","AT1G29720.1","","Leucine-rich repeat transmembrane protein kinase"
"Bra010817","PF11721,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G29720.1","","Leucine-rich repeat transmembrane protein kinase"
"Bra010956","PF07889","","","","","AT1G24267.1","","Protein of unknown function (DUF1664)"
"Bra010957","","","","","","AT5G13090.1","",""
"Bra011148","PF04776","","","","","AT4G29550.1","","Protein of unknown function (DUF626)"
"Bra011150","PF04776","PTHR11638","KOG1051","","","AT4G29920.1","","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein"
"Bra011556","PF00137","PTHR10263","KOG0232","3.6.3.14","K02155","AT4G34720.1","ATVHA-C1,AVA-P1,VHA-C1","ATPase, F0/V0 complex, subunit C protein"
"Bra011557","PF02033","","","","K02834","AT4G34730.1","","ribosome-binding factor A family protein"
"Bra011558","PF00310,PF00156","PTHR11907","KOG0572","2.4.2.14","K00764","AT4G34740.1","ASE2,ATASE2,ATPURF2,CIA1","GLN phosphoribosyl pyrophosphate amidotransferase 2"
"Bra011794","PF00012,PF06723","PTHR19375","KOG0102","","K04043","AT4G37910.1","mtHsc70-1","mitochondrial heat shock protein 70-1"
"Bra011795","","","","","","AT4G37920.1","",""
"Bra011847","PF01535","PTHR10483","","","","AT4G39620.1","ATPPR5,EMB2453","Tetratricopeptide repeat (TPR)-like superfamily protein"
"Bra011848","PF04053,PF06957","PTHR19876","","","","AT1G62020.1","","Coatomer, alpha subunit"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra012076","PF01535","PTHR10483","","","","AT5G66500.1","","Tetratricopeptide repeat (TPR)-like superfamily protein"
"Bra012077","","PTHR22572","","","","AT5G66510.1","GAMMA CA3","gamma carbonic anhydrase 3"
"Bra012079","PF04006,PF01263","PTHR11122","","","","AT5G66540.1","",""
"Bra012099","PF00176,PF00270,PF11496,PF00271","PTHR10799","KOG0385","","","AT5G66750.1","ATDDM1,CHA1,CHR01,CHR1,DDM1,SOM1,SOM4","chromatin remodeling 1"
"Bra012100","PF00890,PF02910","PTHR11632","KOG2403","1.3.5.1","K00234","AT5G66760.1","SDH1-1","succinate dehydrogenase 1-1"
"Bra012222","PF05742","PTHR17985","KOG2342","","","AT1G20730.1","","Protein of unknown function (DUF833)"
"Bra012225","","","","","","AT1G20310.1","",""
"Bra012294","PF05340","","","","","AT1G21830.1","",""
"Bra012295","","","","","","","",""
"Bra012446","PF05008,PF12352,PF03908","PTHR21230","KOG1666","","K08493","AT1G26670.1","ATVTI12,VTI12,VTI1B","Vesicle transport v-SNARE family protein"
"Bra012447","PF00467,PF01287,PF02996,PF09748","PTHR11673","KOG3271","","","AT1G26665.1","","Mediator complex, subunit Med10"
"Bra012519","PF01546,PF07687","PTHR11014","","","","AT4G20070.1","AAH,ATAAH","allantoate amidohydrolase"
"Bra038811","PF05558","PTHR22683","","","","AT4G20260.1","ATPCAP1,PCAP1","plasma-membrane associated cation-binding protein 1"
"Bra012580","PF00281,PF00673","PTHR11994","KOG0397","","","AT4G18730.1","RPL16B","ribosomal protein L16B"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra012595","PF01078,PF00493","","","6.6.1.1","K03405","AT4G18480.1","CH-42,CH42,CHL11,CHLI-1,CHLI1","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Bra012596","PF00206,PF08328","PTHR11444","KOG2700","4.3.2.2","K01756","AT4G18440.1","","L-Aspartase-like family protein"
"Bra012667","PF00827","PTHR11847","KOG1678","","K02877","AT4G16720.1","","Ribosomal protein L23/L15e family protein"
"Bra012694","PF00827","PTHR11847","KOG1678","","K02877","AT4G16720.1","","Ribosomal protein L23/L15e family protein"
"Bra012721","PF00569,PF00249,PF04433","PTHR12374","KOG0457","","","AT4G16420.1","ADA2B,PRZ1","homolog of yeast ADA2 2B"
"Bra012722","PF05421","","","","","AT4G16410.1","",""
"Bra012836","PF00557","PTHR10804","KOG2776","","","AT3G51800.3","ATEBP1,ATG2,EBP1","metallopeptidase M24 family protein"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bra013007","PF00682","PTHR10277","KOG2367","2.3.3.13","K01649","AT5G23010.1","IMS3,MAM1","methylthioalkylmalate synthase 1"
"Bra013009","PF00682","PTHR10277","","","","AT5G23010.1","IMS3,MAM1","methylthioalkylmalate synthase 1"
"Bra013011","PF00682","PTHR10277","KOG2368","","","AT5G23010.1","IMS3,MAM1","methylthioalkylmalate synthase 1"
"Bra013017","","PTHR12183","KOG1100","","","AT5G23110.1","","Zinc finger, C3HC4 type (RING finger) family protein"
"Bra013018","PF02012","","","","","AT5G23120.1","HCF136","photosystem II stability/assembly factor, chloroplast (HCF136)"
"Bra013102","","","","","","AT2G15580.2","","RING/U-box superfamily protein"
"Bra013103","","","","","","AT2G15580.2","","RING/U-box superfamily protein"
"Bra013120","PF01583","PTHR11055","KOG0635","","","AT2G14750.1","AKN1,APK,APK1,ATAKN1","APS kinase"
"Bra013121","PF02225,PF07645","PTHR22765","","","","AT2G14740.1","ATVSR3,BP80-2;2,VSR2;2,VSR3","vaculolar sorting receptor 3"
"Bra013172","PF02991,PF04110","PTHR10969","KOG1654","","K08341","AT2G05630.1","ATG8D","Ubiquitin-like superfamily protein"
"Bra013173","","","","","","AT2G05620.1","PGR5","proton gradient regulation 5"
"Bra013192","PF00583,PF08445","PTHR13256","KOG4135","","","AT2G04845.1","","Acyl-CoA N-acyltransferases (NAT) superfamily protein"
"Bra013193","PF07973,PF00587,PF03129","PTHR11451","KOG1637","6.1.1.3","K01868","AT2G04842.1","EMB2761","threonyl-tRNA synthetase, putative / threonine--tRNA ligase, putative"
"Bra013223","PF04720","","","","","AT3G25240.1","","Protein of unknown function (DUF506)"
