"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra012146","Bra012146","PF00134,PF02984","PTHR10177","KOG0656","","K14505","AT5G67260.1","CYCD3;2","CYCLIN D3;2",31
"Bra034775","Bra034775","PF06858","PTHR11702","KOG1490","","","AT1G50920.1","","Nucleolar GTP-binding protein",31
"Bra013747","Bra013747","PF07728,PF05496,PF00004,PF01434,PF07738","PTHR23076","KOG0731","","","AT4G23940.1","","FtsH extracellular protease family",31
"Bra010079","Bra010079","PF02463,PF06470","PTHR18937","KOG0933","","K06674","AT5G62410.1","ATCAP-E1,ATSMC4,SMC2,TTN3","structural maintenance of chromosomes 2",31
"Bra030877","Bra030877","","","","","","AT1G65710.1","","",31
"Bra023780","Bra023780","PF00224,PF03328,PF02887","PTHR11817","KOG2323","2.7.1.40","K00873","AT3G22960.1","PKP-ALPHA,PKP1","Pyruvate kinase family protein",31
"Bra025007","Bra025007","PF00010","","","","","AT5G46690.1","bHLH071","beta HLH protein 71",31
"Bra020607","Bra020607","","","KOG4282","","","AT5G28300.1","","Duplicated homeodomain-like superfamily protein",31
"Bra011767","Bra011767","","","","","","AT4G37450.1","AGP18,ATAGP18","arabinogalactan protein  18",31
"Bra028525","Bra028525","PF00350,PF01031,PF02212","PTHR11566","KOG0446","","","AT5G42080.1","ADL1,ADL1A,AG68,DL1,DRP1A,RSW9","dynamin-like protein",31
"Bra008638","Bra008638","PF00535","","","","","AT4G13410.1","ATCSLA15,CSLA15","Nucleotide-diphospho-sugar transferases superfamily protein",31
"Bra037119","Bra037119","PF00067,PF00307,PF03271","PTHR19383","KOG0156","","","AT5G67310.1","CYP81G1","cytochrome P450, family 81, subfamily G, polypeptide 1",31
"Bra000620","Bra000620","PF06745,PF03796,PF00004,PF05362","","","","","AT5G50340.1","","ATP-dependent peptidases;nucleotide binding;serine-type endopeptidases;DNA helicases;ATP binding;damaged DNA binding;nucleoside-triphosphatases",31
"Bra027373","Bra027373","PF03081","PTHR12542","KOG2344","","K07195","AT3G14090.1","ATEXO70D3,EXO70D3","exocyst subunit exo70 family protein D3",31
"Bra013339","Bra013339","PF08263","PTHR23258","","","","AT4G18670.1","","Leucine-rich repeat (LRR) family protein",31
"Bra011539","Bra011539","PF00069,PF07714","PTHR23258","KOG1187","","","AT4G34500.1","","Protein kinase superfamily protein",31
"Bra005979","Bra005979","PF00450","PTHR11802","KOG1282","","","AT5G08260.1","scpl35","serine carboxypeptidase-like 35",31
"Bra002460","Bra002460","PF03946,PF00298","PTHR11661","KOG0886","","K02870","AT5G60670.1","","Ribosomal protein L11 family protein",31
"Bra016703","Bra016703","PF00179","PTHR11621","KOG0419","6.3.2.19","K10573","AT1G14400.1","ATUBC1,UBC1","ubiquitin carrier protein 1",31
"Bra018559","Bra018559","PF00759","PTHR22298","","","","AT4G02290.1","AtGH9B13,GH9B13","glycosyl hydrolase 9B13",31
"Bra008732","Bra008732","PF01436","PTHR11219","","","","AT5G14890.1","","NHL domain-containing protein",31
"Bra006181","Bra006181","PF00479,PF02781","PTHR23429","KOG0563","1.1.1.49","K00036","AT5G13110.1","G6PD2","glucose-6-phosphate dehydrogenase 2",31
"Bra016617","Bra016617*","","","","","","AT1G17140.1","ICR1,RIP1","interactor of constitutive active rops 1",31
"Bra016618","Bra016618*","PF01753,PF00443","PTHR10420","KOG1865","","","AT1G17110.1","UBP15","ubiquitin-specific protease 15",31
"Bra016619","Bra016619*","","","","","","AT1G17090.1","","",31
"Bra039986","Bra039986*","PF02953","PTHR11038","KOG3480","","","AT2G29530.1","TIM10","Tim10/DDP family zinc finger protein",31
"Bra039987","Bra039987*","PF00091,PF03953","PTHR11588","KOG1375","","K07375","AT2G29550.1","TUB7","tubulin beta-7 chain",31
"Bra003876","Bra003876*","","","","","","AT1G72530.1","","plastid developmental protein DAG, putative",31
"Bra003877","Bra003877*","PF07333","","","","","AT4G13095.1","LCR37","low-molecular-weight cysteine-rich 37",31
"Bra032635","Bra032635*","PF00249","PTHR10641","","","K09422","AT1G01380.1","ETC1","Homeodomain-like superfamily protein",31
"Bra032636","Bra032636*","PF06760,PF07714,PF00069","PTHR23257","KOG0192","","","AT1G01450.1","","Protein kinase superfamily protein",31
"Bra037570","Bra037570*","PF01501","PTHR11183","KOG1950","","","AT3G18660.2","GUX1,PGSIP1","plant glycogenin-like starch initiation protein 1",31
"Bra037571","Bra037571*","PF00319","PTHR11945","KOG0014","","","AT3G18650.1","AGL103","AGAMOUS-like 103",31
"Bra016075","Bra016075*","PF00197","","","","","AT1G72290.1","","Kunitz family trypsin and protease inhibitor protein",31
"Bra016076","Bra016076*","PF11721,PF00225","PTHR16012","KOG0239","","K10406","AT1G72250.2","","Di-glucose binding protein with Kinesin motor domain",31
"Bra011455","Bra011455","PF02902","PTHR12606","KOG3246","","","AT4G33620.1","","Cysteine proteinases superfamily protein",32
"Bra020100","Bra020100","PF00332","","","","","AT5G20330.1","BETAG4","beta-1,3-glucanase 4",32
"Bra006771","Bra006771","PF00069,PF07714","PTHR13902","KOG0584","","","AT5G58350.1","WNK4,ZIK2","with no lysine (K) kinase 4",32
"Bra033110","Bra033110","PF00561","PTHR10992","KOG1454","","","AT3G29770.1","ATMES11,MES11","methyl esterase 11",32
"Bra018806","Bra018806","PF00067","PTHR19383","KOG0157","","","AT3G14690.1","CYP72A15","cytochrome P450, family 72, subfamily A, polypeptide 15",32
"Bra008158","Bra008158","PF01535","PTHR10483","","","","AT1G74630.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",32
"Bra025995","Bra025995","PF02798,PF00043","PTHR11260","KOG0406","","","AT1G17170.1","ATGSTU24,GST,GSTU24","glutathione S-transferase TAU 24",32
"Bra040573","Bra040573","PF03169","PTHR22601","KOG2262","","","AT4G16370.1","ATOPT3,OPT3","oligopeptide transporter",32
"Bra005632","Bra005632","PF00583","","","","","AT2G32020.1","","Acyl-CoA N-acyltransferases (NAT) superfamily protein",32
"Bra017475","Bra017475","PF00076","PTHR10432","KOG4205","","K14411","AT5G47620.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",32
"Bra028617","Bra028617","PF04043,PF01095","","","","","AT5G09760.1","","Plant invertase/pectin methylesterase inhibitor superfamily",32
"Bra029043","Bra029043","PF01145","PTHR10264","KOG2620","","","AT4G27585.1","","SPFH/Band 7/PHB domain-containing membrane-associated protein family",32
"Bra027626","Bra027626","PF00106,PF01370,PF02719,PF04321,PF08659,PF01073,PF07993","PTHR10366","KOG1371","5.1.3.2","K01784","AT1G63180.1","UGE3","UDP-D-glucose/UDP-D-galactose 4-epimerase 3",32
"Bra018458","Bra018458","PF01422","PTHR12360","KOG1952","","","AT1G10170.1","ATNFXL1,NFXL1","NF-X-like 1",32
"Bra021961","Bra021961","PF03283","PTHR21562","KOG4287","","","AT5G45280.2","","Pectinacetylesterase family protein",32
"Bra003049","Bra003049","PF03643","PTHR12233","KOG3063","","","AT5G53530.1","VPS26A","vacuolar protein sorting 26A",32
"Bra013744","Bra013744","PF00106,PF04321,PF01370,PF02719,PF08659,PF01073,PF07993","PTHR10366","KOG1371","","","AT4G23920.1","ATUGE2,UGE2","UDP-D-glucose/UDP-D-galactose 4-epimerase 2",32
"Bra025276","Bra025276","PF00227","PTHR11599","KOG0173","3.4.25.1","K02739","AT3G27430.2","PBB1","N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein",32
"Bra000808","Bra000808","PF02933,PF00004,PF07724","PTHR23078","KOG0741","3.6.4.6","K06027","AT4G04910.1","NSF","AAA-type ATPase family protein",32
"Bra008847","Bra008847","PF11443","","","","","AT5G13210.1","","Uncharacterised conserved protein UCP015417,  vWA",32
"Bra000883","Bra000883","PF02037,PF05406,PF02877,PF00644","PTHR15447","KOG1037","2.4.2.30","K10798","AT4G02390.1","APP,ATPARP1,PARP1,PP","poly(ADP-ribose) polymerase",32
"Bra040118","Bra040118","PF05910","","","","","AT3G04860.1","","Plant protein of unknown function (DUF868)",32
"Bra000122","Bra000122","PF03094","","","","K08472","AT2G39200.1","ATMLO12,MLO12","Seven transmembrane MLO family protein",32
"Bra011541","Bra011541","PF05368,PF01370","PTHR10366","","","","AT4G34540.1","","NmrA-like negative transcriptional regulator family protein",32
"Bra005031","Bra005031","PF00432","PTHR11774","KOG0367","2.5.1.59","K11713","AT2G39550.1","ATGGT-IB,GGB,PGGT-I","Prenyltransferase family protein",32
"Bra040347","Bra040347","PF09423,PF00149","PTHR22953","KOG1378","","","AT4G13700.1","ATPAP23,PAP23","purple acid phosphatase 23",32
"Bra000488","Bra000488*","PF03478","","","","","AT5G52930.1","","Protein of unknown function (DUF295)",32
"Bra000489","Bra000489*","PF03478","","","","","AT5G54550.1","","Protein of unknown function (DUF295)",32
"Bra025091","Bra025091*","PF00025,PF00071,PF08477,PF04670,PF00009","PTHR11708","KOG0092","","K07976","AT5G45130.1","ATRAB-F2A,ATRAB5A,ATRABF2A,RAB-F2A,RAB5A,RABF2A,RHA1","RAB homolog 1",32
"Bra025092","Bra025092*","PF02536","","KOG1267","","","AT5G45113.1","","mitochondrial transcription termination factor-related / mTERF-related",32
"Bra017053","Bra017053*","PF00917,PF00651","PTHR23230","KOG1987","","","AT2G39760.1","ATBPM3,BPM3","BTB/POZ/MATH-domains containing protein",32
"Bra017054","Bra017054*","","PTHR12271","KOG2277","","","AT2G39740.1","","Nucleotidyltransferase family protein",32
"Bra033566","Bra033566*","PF00481","PTHR13832","KOG0700","","","AT4G38520.1","","Protein phosphatase 2C family protein",32
"Bra016471","Bra016471","PF03171","PTHR10869","KOG1591","1.14.11.2","K00472","AT1G20270.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",33
"Bra014326","Bra014326","PF03215,PF00005,PF01061","PTHR19241","KOG0061","","","AT2G01320.1","","ABC-2 type transporter family protein",33
"Bra010733","Bra010733","PF00331","","","","","AT4G38650.1","","Glycosyl hydrolase family 10 protein",33
"Bra021606","Bra021606","PF00240,PF00560","PTHR23155","","","","AT2G30105.1","","",33
"Bra010243","Bra010243","PF00227","PTHR11599","KOG0174","3.4.25.1","K02738","AT4G31300.1","PBA1","N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein",33
"Bra031784","Bra031784","","","","","","AT1G11850.2","","",33
"Bra007950","Bra007950","PF00407","","","","","AT1G70870.1","","Polyketide cyclase/dehydrase and lipid transport superfamily protein",33
"Bra014529","Bra014529","PF00291","PTHR10314","KOG1252","2.5.1.47","K01738","AT3G59760.3","ATCS-C,OASC","O-acetylserine (thiol) lyase isoform C",33
"Bra038950","Bra038950","","PTHR16012:SF3","","","","AT5G33300.1","","chromosome-associated kinesin-related",33
"Bra018740","Bra018740","PF01209,PF03848,PF05891,PF05401,PF08241,PF08242,PF01739,PF05175,PF02353,PF01135,PF07021","PTHR10108","KOG1269","","","AT1G48600.2","AtPMEAMT,PMEAMT","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",33
"Bra028000","Bra028000","PF07651","PTHR22951","","","","AT1G33340.1","","ENTH/ANTH/VHS superfamily protein",33
"Bra037439","Bra037439","PF00133,PF09334,PF08264,PF06827","PTHR11946","KOG0433","6.1.1.5","K01870","AT5G49030.3","OVA2","tRNA synthetase class I (I, L, M and V) family protein",33
"Bra001373","Bra001373","PF00069,PF07714,PF00036","PTHR22982","KOG0032","2.7.11.1","K13412","AT3G10660.1","ATCPK2,CPK2","calmodulin-domain protein kinase cdpk isoform 2",33
"Bra035486","Bra035486","PF01597","PTHR11715","KOG3373","","","AT1G32470.1","","Single hybrid motif superfamily protein",33
"Bra000256","Bra000256","PF07716,PF00170,PF07842","PTHR23329","","","","AT2G42380.2","ATBZIP34,BZIP34","Basic-leucine zipper (bZIP) transcription factor family protein",33
"Bra005531","Bra005531","PF00231","PTHR11693","KOG1531","","","AT2G33040.1","ATP3","gamma subunit of Mt ATP synthase",33
"Bra003169","Bra003169*","PF00139","","","","","AT3G54080.1","","Concanavalin A-like lectin family protein",33
"Bra003170","Bra003170*","PF00153","PTHR11896","KOG0753","","","AT3G54110.1","ATPUMP1,ATUCP1,PUMP1,UCP,UCP1","plant uncoupling mitochondrial protein 1",33
"Bra007566","Bra007566*","PF00022","PTHR11937","KOG0676","","","AT3G60830.1","ARP7,ATARP7","actin-related protein 7",33
"Bra007567","Bra007567*","","","","","","AT3G60850.1","","",33
"Bra023056","Bra023056*","PF00977","PTHR21169","KOG3055","5.3.1.16","K01814","AT2G36230.1","APG10,HISN3","Aldolase-type TIM barrel family protein",33
"Bra012076","Bra012076*","PF01535","PTHR10483","","","","AT5G66500.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",33
"Bra012077","Bra012077*","","PTHR22572","","","","AT5G66510.1","GAMMA CA3","gamma carbonic anhydrase 3",33
"Bra012079","Bra012079*","PF04006,PF01263","PTHR11122","","","","AT5G66540.1","","",33
"Bra005824","Bra005824","PF00069,PF07714,PF00036","PTHR22982","KOG0032","2.7.11.1","K13412","AT5G04870.1","ATCPK1,CPK1","calcium dependent protein kinase 1",34
"Bra001197","Bra001197","PF02991,PF04110","PTHR10969","KOG1654","","","AT3G06420.1","ATG8H","Ubiquitin-like superfamily protein",34
"Bra013094","Bra013094","","","","","","AT2G15860.2","","",34
"Bra025009","Bra025009","PF00928","PTHR11998","KOG0938","","K11826","AT5G46630.1","","Clathrin adaptor complexes medium subunit family protein",34
"Bra001500","Bra001500","PF11919","","KOG1851","","K06699","AT3G13330.1","PA200","proteasome activating protein 200",34
"Bra008953","Bra008953","PF00854,PF07774","PTHR21573","KOG2103","","","AT5G11560.1","","catalytics",34
"Bra025541","Bra025541","PF00590","PTHR21091","KOG1527","","","AT5G40850.1","UPM1","urophorphyrin methylase 1",34
"Bra039799","Bra039799","PF04321,PF01370,PF01073,PF07993","PTHR10366","KOG1429","","","AT3G53520.1","ATUXS1,UXS1","UDP-glucuronic acid decarboxylase 1",34
"Bra016883","Bra016883","","","","","","AT2G42320.1","","nucleolar protein gar2-related",34
"Bra036601","Bra036601","PF03492","","","","","AT5G04380.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",34
"Bra008097","Bra008097","","","","","","AT1G73470.1","","",34
"Bra040053","Bra040053","PF02535","PTHR11065","KOG2474","","","AT3G08650.2","","ZIP metal ion transporter family",34
"Bra013924","Bra013924","PF04535","PTHR11615","","","","AT4G25830.1","","Uncharacterised protein family (UPF0497)",34
"Bra015753","Bra015753","PF04597","PTHR21049","KOG2291","","K12666","AT1G76400.1","","Ribophorin I",34
"Bra005338","Bra005338","","","","","","AT2G35480.1","","",34
"Bra009586","Bra009586","PF02319,PF08781","PTHR12548","KOG2829","","","AT5G02470.1","DPA","Transcription factor DP",34
"Bra018111","Bra018111","PF04130","PTHR19302","KOG2000","","","AT3G43610.1","","Spc97 / Spc98 family of spindle pole body (SBP) component",34
"Bra012814","Bra012814","PF00097,PF00849","PTHR10436","","","","AT3G52260.2","","Pseudouridine synthase family protein",34
"Bra022271","Bra022271","PF01535","PTHR10483","","","","AT3G18020.1","","Pentatricopeptide repeat (PPR) superfamily protein",34
"Bra023712","Bra023712","PF00270,PF04851,PF00271","PTHR10967","KOG0330","","","AT5G19210.2","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",34
"Bra033672","Bra033672","","","","","","AT5G43310.2","","COP1-interacting protein-related",34
"Bra000700","Bra000700","PF00975,PF07819,PF00561","PTHR14189","KOG2564","3.1.1.-","K13617","AT4G10050.1","","esterase/lipase/thioesterase family protein",34
"Bra014351","Bra014351","PF03874","PTHR21297","KOG2351","","","AT4G15950.1","NRPD4,NRPE4,RDM2","RNA polymerase II, Rpb4, core protein",34
"Bra037655","Bra037655","PF03107,PF07649","PTHR13871:SF2","","","","AT2G44370.1","","Cysteine/Histidine-rich C1 domain family protein",34
"Bra001177","Bra001177","PF00501","PTHR11968","KOG1256","6.2.1.3","K01897","AT3G05970.1","ATLACS6,LACS6","long-chain acyl-CoA synthetase 6",34
"Bra001848","Bra001848","","","","","","AT3G21865.1","PEX22","peroxin 22",34
"Bra007047","Bra007047","PF02453","PTHR10994","KOG1792","","","AT3G54120.1","","Reticulon family protein",34
"Bra028689","Bra028689*","PF03986,PF03987,PF10381","PTHR12866","KOG2981","","K08343","AT5G61500.1","ATATG3,ATG3","autophagy 3 (APG3)",34
"Bra020137","Bra020137*","PF00069,PF07714","PTHR22974","KOG1151","2.7.11.1","K08864","AT5G20930.1","TSL","Protein kinase superfamily protein",34
"Bra020138","Bra020138*","PF11347","","","","","AT5G20935.1","","",34
"Bra034450","Bra034450","","","","","","AT1G34010.1","","",35
"Bra015038","Bra015038","PF00561","PTHR10992","KOG1454","","","AT3G24420.1","","alpha/beta-Hydrolases superfamily protein",35
"Bra029005","Bra029005","PF00892,PF08449,PF03151","PTHR11132","KOG1441","","","AT5G54800.1","ATGPT1,GPT1","glucose 6-phosphate/phosphate translocator 1",35
"Bra001551","Bra001551","PF01070,PF03060,PF00478","PTHR10578","KOG0538","","","AT3G14420.1","","Aldolase-type TIM barrel family protein",35
"Bra010759","Bra010759","","","","","","AT4G14310.1","","Transducin/WD40 repeat-like superfamily protein",35
"Bra022598","Bra022598","PF05684","","","","","AT5G52540.1","","Protein of unknown function (DUF819)",35
"Bra003729","Bra003729","PF08263,PF00560","PTHR23258","KOG0472","","","AT1G74170.1","AtRLP13,RLP13","receptor like protein 13",35
"Bra032137","Bra032137","PF01073,PF05368,PF01370","PTHR10366","KOG1502","","","AT2G23910.1","","NAD(P)-binding Rossmann-fold superfamily protein",35
"Bra005096","Bra005096","PF02225,PF07645","PTHR22765","KOG3920","","","AT3G52850.1","ATELP,ATELP1,ATVSR1,BP-80,BP80,BP80-1;1,BP80B,GFS1,VSR1,VSR1;1","vacuolar sorting receptor homolog 1",35
"Bra008933","Bra008933","PF03031","PTHR12210","KOG1605","","","AT5G11860.1","SSP5","SCP1-like small phosphatase 5",35
"Bra036346","Bra036346","PF00067","PTHR19383","KOG0156","","","AT3G26170.1","CYP71B19","cytochrome P450, family 71, subfamily B, polypeptide 19",35
"Bra001093","Bra001093","PF08263,PF00560","PTHR23258","KOG0472","","","AT4G04220.1","AtRLP46,RLP46","receptor like protein 46",35
"Bra001266","Bra001266","PF00265","PTHR11441","KOG3125","2.7.1.21","K00857","AT3G07800.1","","Thymidine kinase",35
"Bra014802","Bra014802","PF00170,PF07716,PF12498","PTHR23125","KOG1947","","","AT3G54650.1","FBL17","RNI-like superfamily protein",35
"Bra033919","Bra033919","PF03638","PTHR12446","KOG1171","","","AT3G22780.1","ATTSO1,TSO1","Tesmin/TSO1-like CXC domain-containing protein",35
"Bra025785","Bra025785","","","","","","AT1G19960.1","","",35
"Bra033987","Bra033987","PF08418,PF04042","PTHR23061","KOG1625","","K02321","AT1G67630.1","POLA2","DNA polymerase alpha 2",35
"Bra004499","Bra004499","PF06966,PF02544","","KOG4650","","","AT2G46890.1","","Protein of unknown function (DUF1295)",35
"Bra018548","Bra018548","PF05496,PF00004","PTHR23074","KOG0737","","","AT4G02480.1","","AAA-type ATPase family protein",35
"Bra016330","Bra016330","PF00171","PTHR11699","KOG2450","1.2.1.3","K00128","AT1G23800.1","ALDH2B,ALDH2B7","aldehyde dehydrogenase 2B7",35
"Bra010270","Bra010270","PF00856","PTHR22884","KOG1081","","","AT4G30860.1","ASHR3,SDG4","SET domain group 4",35
"Bra022060","Bra022060","PF00443","PTHR10420","KOG1865","","","AT5G46740.1","UBP21","ubiquitin-specific protease 21",35
"Bra008657","Bra008657","PF02544","PTHR10556","KOG1638","","","AT5G16010.1","","3-oxo-5-alpha-steroid 4-dehydrogenase family protein",35
"Bra038644","Bra038644","PF08766","PTHR13468","KOG2266","","","AT5G63550.2","","DEK domain-containing chromatin associated protein",35
"Bra034611","Bra034611*","PF00168","PTHR10336","KOG1030","","","AT4G34150.1","","Calcium-dependent lipid-binding (CaLB domain) family protein",35
"Bra034612","Bra034612*","PF00134,PF02984","PTHR10177","KOG0656","","K14505","AT4G34160.1","CYCD3,CYCD3;1","CYCLIN D3;1",35
"Bra035169","Bra035169*","PF00180","PTHR11835","KOG0786","1.1.1.85","K00052","AT1G80560.1","ATIMD2,IMD2","isopropylmalate dehydrogenase 2",35
"Bra035170","Bra035170*","PF01535","PTHR10483","","","","AT1G80550.1","","Pentatricopeptide repeat (PPR) superfamily protein",35
"Bra036146","Bra036146","","","","","","AT5G49280.1","","hydroxyproline-rich glycoprotein family protein",36
"Bra004968","Bra004968","PF03005","","","","","AT2G40320.1","TBL33","TRICHOME BIREFRINGENCE-LIKE 33",36
"Bra014056","Bra014056","PF00847","","","","K09286","AT1G46768.1","RAP2.1","related to AP2 1",36
"Bra004651","Bra004651","PF04862","","","","","AT2G41810.1","","Protein of unknown function, DUF642",36
"Bra004688","Bra004688","PF07983","","","","","AT3G58100.1","PDCB5","plasmodesmata callose-binding protein 5",36
"Bra028357","Bra028357","PF00010","","","","","AT3G24140.1","FMA","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",36
"Bra000024","Bra000024","PF11891","","","","","AT2G37860.3","LCD1","Protein of unknown function (DUF3411)",36
"Bra032394","Bra032394","PF00046,PF01852,PF08670","PTHR19418","KOG0483","","K09338","AT1G30490.1","ATHB9,PHV","Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein",36
"Bra013001","Bra013001","","","","","","AT5G60880.1","BASL","breaking of asymmetry in the stomatal lineage",36
"Bra023982","Bra023982","","","","","","AT4G31805.1","","WRKY family transcription factor",36
"Bra011164","Bra011164","PF00122,PF00702","PTHR11939","KOG0207","3.6.3.3,3.6.3.5","K01534","AT4G30110.1","ATHMA2,HMA2","heavy metal atpase 2",36
"Bra038127","Bra038127","PF04321,PF01370,PF02719,PF01073,PF07993","PTHR10366","KOG0747","4.2.1.76","K12450","AT1G53500.1","ATMUM4,ATRHM2,MUM4,RHM2","NAD-dependent epimerase/dehydratase family protein",36
"Bra002191","Bra002191","PF01156","PTHR12304","KOG2938","","","AT5G18860.1","","inosine-uridine preferring nucleoside hydrolase family protein",36
"Bra002877","Bra002877","PF01535","PTHR10483","","","","AT5G55740.1","CRR21","Tetratricopeptide repeat (TPR)-like superfamily protein",36
"Bra013167","Bra013167","PF00432","","KOG0497","5.4.99.8","K01853","AT2G07050.1","CAS1","cycloartenol synthase 1",36
"Bra040403","Bra040403","PF01535","PTHR10483","","","","AT3G04760.1","","Pentatricopeptide repeat (PPR-like) superfamily protein",36
"Bra013881","Bra013881*","PF04043","","","","","AT4G25260.1","","Plant invertase/pectin methylesterase inhibitor superfamily protein",36
"Bra013882","Bra013882*","PF01535","PTHR10483","","","","AT4G25270.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",36
"Bra013883","Bra013883*","PF00406,PF02223","PTHR23359","KOG3079","2.7.4.-,2.7.4.14","K13800","AT4G25280.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",36
"Bra003196","Bra003196*","PF00230","PTHR19139","KOG0223","","K09872","AT3G54820.1","PIP2;5,PIP2D","plasma membrane intrinsic protein 2;5",36
"Bra003197","Bra003197*","PF05180","PTHR20922:SF7","KOG3277","","","AT3G54826.1","","Zim17-type zinc finger protein",36
"Bra005417","Bra005417","","","","","","AT2G34530.1","","",37
"Bra005924","Bra005924","PF03208","PTHR19317","KOG3142","","","AT5G07110.1","PRA1.B6","prenylated RAB acceptor 1.B6",37
"Bra031502","Bra031502","PF00350,PF01031,PF02212","PTHR11566","KOG0446","","","AT1G60500.1","DRP4C","Dynamin related protein 4C",37
"Bra034183","Bra034183","","","","","","AT4G03090.2","","sequence-specific DNA binding;sequence-specific DNA binding transcription factors",37
"Bra009927","Bra009927","PF00929","PTHR13058:SF1","KOG4793","","","AT5G26940.1","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein",37
"Bra015592","Bra015592","PF00069,PF07714","PTHR23258","","","","AT1G07570.3","APK1,APK1A","Protein kinase superfamily protein",37
"Bra011084","Bra011084","PF01554","PTHR11206","KOG1347","","","AT4G29140.1","","MATE efflux family protein",37
"Bra037554","Bra037554","","","","","","AT1G67020.1","","",37
"Bra003675","Bra003675","PF00155,PF00266,PF01053,PF01041","PTHR11751","KOG0257","","","AT1G77670.1","","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein",37
"Bra028144","Bra028144","PF03893,PF01764","PTHR21493","KOG2088","","","AT5G37710.1","","alpha/beta-Hydrolases superfamily protein",37
"Bra022288","Bra022288","PF05700","PTHR13296","KOG3096","","K12861","AT3G18165.1","MOS4","modifier of snc1,4",37
"Bra003212","Bra003212","PF00332,PF07983","","","","","AT3G55430.1","","O-Glycosyl hydrolases family 17 protein",37
"Bra028898","Bra028898","","","","","","AT5G01370.1","ACI1","ALC-interacting protein 1",37
"Bra028789","Bra028789","PF00013","PTHR10288","KOG2191","","","AT5G04430.1","BTR1,BTR1L,BTR1S","binding to TOMV RNA 1L (long form)",37
"Bra022638","Bra022638","PF00010","","KOG4304","","","AT5G53210.1","SPCH","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",37
"Bra036142","Bra036142","PF07716,PF00549,PF00285","PTHR23118","KOG1254","2.3.3.8","K01648","AT5G49460.1","ACLB-2","ATP citrate lyase subunit B 2",37
"Bra033224","Bra033224","PF01535","PTHR10483","","","","AT1G01970.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",37
"Bra020185","Bra020185","PF06068,PF05496,PF00004","PTHR11093","KOG1942","","","AT5G22330.1","ATTIP49A,RIN1","P-loop containing nucleoside triphosphate hydrolases superfamily protein",37
"Bra039678","Bra039678","PF02431","","","","","AT1G53520.1","","Chalcone-flavanone isomerase family protein",37
"Bra038233","Bra038233","PF01565","PTHR10801","KOG1262","1.3.1.72","K09828","AT3G19820.1","CBB1,DIM,DIM1,DWF1,EVE1","cell elongation protein / DWARF1 / DIMINUTO (DIM)",37
"Bra004397","Bra004397","PF00249","","","","","AT1G69580.1","","Homeodomain-like superfamily protein",37
"Bra022593","Bra022593","PF02416","","","","","AT5G52440.1","HCF106","Bacterial sec-independent translocation protein mttA/Hcf106",37
"Bra012203","Bra012203","PF00970,PF00175","PTHR19384","","1.18.1.2","K02641","AT1G20020.1","ATLFNR2,FNR2","ferredoxin-NADP(+)-oxidoreductase 2",37
"Bra033757","Bra033757","","","","","","AT5G44650.1","AtCEST,CEST","",37
"Bra000384","Bra000384","PF00275","PTHR21090","KOG0692","2.5.1.19","K00800","AT2G45300.1","","RNA 3\'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta",37
"Bra008876","Bra008876","PF00939,PF03600","PTHR10283","","","","AT5G12860.1","DiT1","dicarboxylate transporter 1",37
"Bra027294","Bra027294","PF01208","PTHR12472","KOG2872","","","AT3G14910.1","","",37
"Bra037164","Bra037164","PF01716","","","","K02716","AT5G66570.1","MSP-1,OE33,OEE1,OEE33,PSBO-1,PSBO1","PS II oxygen-evolving complex 1",37
"Bra009909","Bra009909","PF03283","PTHR21562","KOG4287","","","AT5G26670.1","","Pectinacetylesterase family protein",37
"Bra038541","Bra038541","PF06232,PF01477","","","","","AT2G22170.1","","Lipase/lipooxygenase, PLAT/LH2 family protein",37
"Bra014044","Bra014044","PF01764","","KOG4569","","","AT1G45201.1","ATTLL1,TLL1","triacylglycerol lipase-like 1",37
"Bra030319","Bra030319","PF01190","PTHR23201","","","","AT2G21140.1","ATPRP2,PRP2","proline-rich protein 2",37
"Bra028411","Bra028411","PF00561","PTHR10992","KOG1454","","","AT5G38520.1","","alpha/beta-Hydrolases superfamily protein",37
"Bra002221","Bra002221","PF00483","PTHR22572","KOG1322","2.7.7.27","K00975","AT5G19220.1","ADG2,APL1","ADP glucose pyrophosphorylase large subunit 1",37
